player_name,overall_rating,potential,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,position
Lisandro Lopez,74.82,80.65,32.35,47.59,80.65,59.76,63.65,56.82,36.35,31.35,54.71,64.41,60.12,64.35,58.94,67.35,55.0,66.24,80.24,67.0,78.76,37.71,71.12,76.35,33.12,37.29,47.35,76.82,78.24,75.29,13.35,11.35,7.35,5.35,12.35,DEF
Lisandro Lopez,80.94,82.25,69.31,83.62,78.06,73.75,77.88,77.25,76.0,74.12,65.88,80.0,80.31,81.12,84.12,76.19,80.75,81.06,78.69,83.75,77.5,77.81,66.06,67.56,81.88,79.81,82.88,24.12,47.12,24.0,8.94,14.06,30.56,16.19,11.38,FW
Livio Nabab,62.68,69.68,56.55,62.95,58.32,56.59,56.36,58.41,53.64,48.55,49.27,60.64,79.68,85.64,73.41,66.82,65.64,64.41,66.95,63.95,59.59,57.36,52.0,37.55,61.14,51.82,53.68,25.82,20.55,20.77,14.55,10.55,14.73,16.0,15.09,FW
Ljubomir Fejsa,74.34,77.69,62.41,57.62,69.16,73.66,55.97,67.62,42.28,59.53,71.34,72.62,62.09,65.5,60.56,71.75,56.0,68.66,69.22,80.34,75.38,67.0,79.19,77.34,59.22,69.91,55.28,72.97,76.66,71.53,13.28,11.28,12.28,10.28,13.28,DEF
Lloyd Palun,65.65,70.06,63.82,53.41,57.06,64.65,49.29,62.24,40.29,48.29,56.18,64.0,70.71,74.35,60.0,66.76,70.76,54.71,57.47,71.53,68.18,48.94,66.35,63.59,55.29,55.06,53.29,63.82,66.76,67.94,9.29,14.29,11.29,15.29,15.29,DEF
Lluis Sastre,65.95,70.14,59.77,49.27,60.14,72.23,42.32,56.82,73.68,56.68,74.27,67.32,64.64,63.41,66.86,65.91,71.86,56.27,64.59,69.91,65.82,52.86,53.27,64.0,58.0,71.14,54.14,56.5,63.95,57.45,11.09,13.09,20.45,14.73,13.09,MID
Logan Bailly,69.06,74.35,16.12,17.12,17.29,36.47,9.47,15.53,14.24,20.29,52.0,25.94,59.82,55.06,59.41,68.53,48.88,34.06,77.71,52.0,77.0,17.53,70.41,31.41,15.41,46.88,38.71,16.24,18.94,11.12,72.24,63.59,72.0,63.94,74.65,GK
Loic Abenzoar,61.6,71.2,60.0,23.0,66.0,46.0,20.0,51.6,42.0,34.0,32.0,57.0,66.6,70.0,67.0,59.0,62.0,44.0,60.0,66.4,73.0,46.0,61.6,59.0,50.6,43.0,51.4,57.0,64.2,63.2,10.4,12.2,26.2,14.6,14.6,DEF
Loic Guillon,66.2,65.4,27.0,28.9,67.1,58.2,20.0,31.0,23.0,48.3,62.4,49.6,35.9,37.3,48.2,66.0,47.0,55.4,62.0,38.9,73.1,35.8,61.1,60.2,48.7,40.0,43.5,69.1,67.5,65.0,10.7,12.7,36.6,12.5,14.9,DEF
Loic Loval-Landre,65.27,67.55,58.64,61.64,54.64,61.45,37.0,66.45,51.0,28.82,60.73,57.0,76.18,77.36,77.0,65.18,66.0,61.09,70.0,76.0,68.91,48.45,65.55,56.18,63.0,59.0,64.82,28.0,30.0,32.0,13.91,13.64,30.73,15.82,15.27,MID
Loic Nestor,63.88,72.0,46.88,38.38,67.62,58.62,37.38,41.38,28.38,28.38,58.12,49.44,67.12,69.06,58.75,61.0,69.75,40.38,84.12,69.0,65.25,41.38,64.38,62.44,41.5,46.38,43.5,62.12,67.38,61.62,11.88,8.94,17.12,13.81,14.62,DEF
Loic Perrin,76.92,79.84,68.36,60.92,72.76,76.52,49.76,64.8,59.32,52.28,76.68,76.32,68.6,68.64,63.8,75.92,74.2,74.0,74.92,74.12,74.64,66.56,78.48,76.48,60.44,68.24,66.84,76.0,77.12,75.92,6.24,8.56,22.16,12.12,14.4,DEF
Loic Poujol,59.75,68.75,38.0,21.33,52.33,57.0,25.0,42.0,37.0,43.0,54.5,54.17,58.67,52.0,54.33,58.5,51.92,30.0,61.17,72.5,76.17,43.0,70.08,57.0,36.0,41.0,36.17,61.0,64.0,52.5,14.83,14.67,13.17,9.67,13.0,DEF
Loic Remy,77.97,82.31,65.76,79.07,79.1,75.38,70.38,72.83,66.0,49.66,59.17,74.93,86.86,88.21,76.76,76.28,67.9,77.17,85.97,73.03,69.0,74.45,56.31,49.83,77.0,74.1,75.41,23.0,24.0,21.0,9.62,12.07,23.48,15.24,13.66,MID
Lolo,69.73,71.77,48.38,48.85,72.08,70.65,45.08,57.0,57.31,59.65,63.08,64.46,56.85,57.19,60.88,75.19,65.69,77.31,71.15,75.88,73.5,52.62,71.81,70.5,56.77,65.35,58.12,67.96,71.92,67.0,6.23,15.23,18.23,11.19,11.19,DEF
Loosemy Karaboue,65.12,73.44,72.94,65.19,54.38,67.25,53.12,63.19,58.38,56.75,60.38,65.56,80.25,80.69,78.56,69.31,72.69,68.44,56.94,68.75,60.5,65.69,49.12,47.38,55.25,62.19,52.62,22.75,26.25,17.56,13.5,7.12,17.75,7.12,13.25,MID
Lora,71.52,74.89,74.11,58.56,53.93,70.89,56.15,67.89,61.41,59.93,61.15,72.44,85.0,81.74,83.7,75.15,83.93,66.07,80.52,82.74,64.26,62.41,73.81,68.11,61.52,66.67,67.04,66.74,66.15,71.04,12.41,15.19,12.19,12.63,13.48,MID
Lorenzo Ariaudo,70.78,78.58,47.7,36.6,69.38,60.1,27.8,45.5,40.83,36.7,57.72,62.28,55.85,62.18,54.2,68.75,63.28,49.95,77.15,64.03,68.2,34.2,70.38,72.62,41.05,47.78,44.32,74.18,74.8,72.82,7.2,10.45,15.45,10.45,11.32,DEF
Lorenzo Bucchi,55.5,57.25,22.83,24.17,22.83,31.83,23.0,28.67,23.17,23.0,30.0,22.17,42.0,36.0,57.0,46.5,55.0,33.17,65.0,28.0,55.25,23.5,22.17,23.17,22.5,27.5,24.33,23.0,23.17,22.83,58.25,53.42,51.17,57.75,55.92,GK
Lorenzo Burnet,66.33,71.67,65.83,41.75,57.92,61.67,30.25,70.0,35.0,31.25,59.08,66.25,84.83,80.67,82.83,67.33,84.08,41.25,81.92,71.83,54.17,29.25,66.58,61.58,46.42,57.83,56.0,64.08,67.67,66.5,11.25,9.25,12.25,7.25,8.25,DEF
Lorenzo Crisetig,67.33,78.22,63.48,33.56,61.11,74.15,57.56,63.93,61.11,58.22,72.07,71.7,61.37,65.52,65.15,63.93,65.89,64.52,70.7,76.04,76.52,64.63,53.41,62.26,56.52,66.11,61.11,44.59,61.78,57.26,8.44,8.96,7.93,6.37,6.37,MID
Lorenzo Davids,63.8,68.8,60.0,55.0,62.6,66.47,50.73,63.4,65.8,46.0,62.2,64.27,66.8,68.6,66.6,62.53,69.33,62.8,73.47,75.13,67.93,59.53,66.07,63.73,62.27,61.27,54.0,50.4,57.47,66.33,9.4,11.6,29.87,11.6,16.4,MID
Lorenzo De Silvestri,73.76,78.79,75.03,44.06,72.15,68.0,56.24,70.36,62.24,62.09,64.3,71.7,78.21,81.82,72.12,72.36,62.36,71.7,73.91,82.12,76.45,74.18,73.33,70.52,65.09,59.73,54.39,69.48,76.15,75.82,13.3,12.27,19.03,14.94,14.94,DEF
Lorenzo Del Prete,63.92,67.46,68.15,39.81,58.08,58.27,58.08,53.38,57.08,57.08,57.42,55.73,74.58,77.65,61.73,69.08,69.96,49.27,70.73,70.58,70.23,43.38,74.77,55.38,53.69,43.23,51.69,59.04,63.65,66.73,6.15,9.15,16.65,14.23,11.69,DEF
Lorenzo Ebicilio,67.46,74.23,61.92,58.77,53.54,64.77,60.38,74.85,67.15,42.85,55.69,72.38,74.23,75.23,73.0,65.69,74.46,77.23,72.31,63.54,72.38,61.77,64.77,35.69,64.46,53.31,60.77,30.38,35.85,23.0,11.46,12.08,10.15,16.85,15.38,FW
Lorenzo Insigne,78.0,83.97,70.29,69.12,55.15,75.82,68.76,83.85,77.82,72.35,70.26,85.09,91.79,85.53,93.53,74.68,92.56,68.74,52.85,77.03,37.71,73.0,35.29,22.94,74.35,78.0,63.41,23.71,25.18,20.71,8.59,4.59,14.59,9.59,10.59,MID
Lorenzo Lollo,66.18,73.73,54.86,41.68,57.59,70.45,41.14,64.68,54.68,46.32,63.36,69.09,74.09,73.59,67.27,66.41,69.32,59.5,69.27,81.41,72.95,58.77,70.82,61.09,59.68,61.86,42.59,52.73,60.23,61.0,8.77,8.77,7.77,5.77,6.77,MID
Lorenzo Melgarejo,72.41,79.09,66.14,71.95,72.36,67.68,62.32,74.14,68.82,41.41,61.86,72.59,85.64,82.55,83.09,74.82,79.82,72.14,80.45,75.23,60.55,66.68,65.91,64.32,73.68,65.55,65.0,61.41,59.73,63.0,5.41,9.41,11.41,14.41,8.41,FW
Lorenzo Pasciuti,61.45,65.36,61.32,51.05,46.95,60.05,45.41,66.77,51.27,40.05,53.18,63.55,79.27,72.45,70.73,52.41,82.59,55.77,50.68,69.68,58.05,42.73,44.09,45.68,56.91,49.36,46.77,48.68,49.77,53.23,5.77,5.77,8.77,8.77,9.77,MID
Lorenzo Pellegrini,59.4,73.5,42.3,51.6,48.6,66.1,45.6,52.5,56.9,37.6,63.8,65.5,56.8,66.1,57.0,62.9,62.0,58.6,55.4,66.0,69.0,63.6,51.0,40.7,51.0,57.9,48.6,46.9,45.1,42.9,11.6,6.6,9.6,12.6,10.6,MID
Lorenzo Squizzi,68.09,70.18,23.91,20.5,23.41,35.55,19.86,21.18,17.0,23.55,37.45,33.91,48.45,45.82,57.41,60.23,40.36,45.23,62.36,46.09,61.32,19.73,31.05,30.27,25.77,31.32,37.09,21.27,23.77,22.5,67.73,69.0,61.36,69.73,68.36,GK
Lorenzo Stovini,71.6,75.3,42.0,37.4,68.9,44.0,42.0,47.5,30.0,31.6,50.2,58.4,60.8,63.7,50.7,69.0,69.2,61.4,73.0,60.3,76.2,31.6,74.6,70.2,49.0,60.0,54.5,73.9,75.2,68.6,9.0,14.1,31.8,15.4,15.6,DEF
Lorenzo Tonelli,68.86,74.14,39.61,30.39,67.93,51.82,35.54,42.32,37.68,21.46,49.96,51.82,59.93,58.93,60.57,67.89,64.32,51.68,78.36,64.46,72.96,24.14,73.43,69.93,25.54,38.36,37.54,70.71,71.04,67.71,12.75,10.75,12.75,10.75,5.75,DEF
Lorik Cana,77.31,79.41,56.72,29.78,77.34,72.03,49.25,51.44,57.12,58.69,72.22,66.31,65.12,61.84,59.09,71.41,55.62,80.06,75.34,75.03,89.09,71.31,85.19,78.16,66.0,61.28,63.53,74.0,78.62,80.81,10.34,8.03,23.0,14.81,15.75,DEF
Loris Benito,61.42,73.95,57.42,38.53,37.53,59.74,33.42,57.95,45.0,38.53,49.53,62.0,75.89,79.05,68.53,68.26,69.0,56.11,71.63,75.32,61.84,48.32,54.68,66.58,55.05,56.11,52.58,60.16,57.53,57.11,14.21,14.21,18.16,7.21,6.21,MID
Loris Brogno,56.2,67.6,54.0,44.0,30.2,58.6,53.0,61.4,47.0,45.0,54.6,58.8,65.0,66.2,69.0,54.0,64.8,47.4,50.4,50.6,35.0,55.6,27.0,24.0,48.2,55.6,48.0,24.0,23.0,21.0,10.0,13.0,9.0,15.0,9.0,MID
Loris Karius,67.34,77.32,19.66,22.5,20.16,35.63,23.29,20.24,20.26,20.39,35.42,23.95,44.79,46.82,48.37,66.89,44.18,34.89,70.42,36.18,52.05,20.95,26.74,23.5,19.42,28.18,25.87,20.87,20.0,20.79,71.66,64.03,67.13,63.16,71.82,GK
Loris Nery,63.75,72.81,57.44,36.25,57.81,60.69,37.38,54.75,47.88,44.25,58.69,61.5,67.88,67.88,64.12,64.81,72.31,53.75,73.12,67.44,69.0,49.62,66.44,65.94,25.19,61.88,50.44,61.88,62.5,62.19,14.19,10.19,5.19,6.19,8.19,DEF
Lotem Zino,58.33,63.33,39.33,34.33,52.33,63.33,33.33,55.33,34.33,36.33,58.33,60.67,64.0,53.0,56.0,59.33,67.0,51.33,64.0,52.0,63.0,30.33,61.33,56.33,41.33,54.33,47.33,49.33,60.33,59.33,5.33,6.33,6.33,13.33,10.33,DEF
Louis Laing,61.95,72.09,28.09,24.55,61.09,59.5,22.91,35.95,39.09,28.09,48.91,53.05,65.27,70.0,69.09,56.64,59.0,55.09,62.0,73.18,74.41,21.09,62.18,45.09,25.09,43.73,46.0,66.77,65.73,63.27,6.09,12.09,13.09,9.09,12.09,DEF
Louis Moult,58.31,67.62,30.88,59.81,56.38,47.69,55.62,48.12,30.56,28.88,36.88,52.38,68.94,70.0,61.25,56.69,63.69,62.19,78.5,60.81,72.38,48.81,66.12,25.38,54.69,47.88,50.44,37.12,35.06,28.0,6.38,15.12,14.0,16.88,14.25,FW
Louis Nganioni,68.75,77.75,70.0,38.0,45.0,62.0,40.0,69.0,69.0,42.0,58.0,72.0,80.0,77.0,71.0,64.0,71.0,59.0,65.0,84.0,72.0,45.0,66.0,69.0,61.0,57.0,44.0,60.0,59.0,67.0,11.0,13.0,13.0,12.0,9.0,DEF
Louis Poggi,66.08,66.54,65.77,50.08,43.31,62.92,59.77,66.92,48.0,65.23,58.15,60.46,76.31,75.77,78.0,71.08,86.31,58.92,32.54,83.08,68.54,52.92,72.46,56.92,62.15,61.15,51.38,56.77,57.23,51.69,12.23,9.23,11.23,9.23,6.23,MID
Louis Saha,78.53,80.88,60.76,78.71,80.12,67.24,76.29,77.65,75.0,61.12,42.94,80.94,76.94,79.47,76.47,76.47,65.47,83.59,78.53,57.82,74.71,78.94,59.24,45.18,77.24,70.59,78.53,31.65,37.18,38.47,9.53,14.29,24.82,15.0,12.82,FW
Loukas Vyntra,73.63,73.92,65.34,48.82,70.84,64.08,45.45,54.97,53.82,54.29,66.26,65.92,73.21,70.18,64.71,73.32,65.53,76.47,76.97,70.79,77.63,66.68,72.29,77.84,49.05,55.55,59.03,75.11,76.03,76.0,10.5,8.45,18.87,10.24,6.66,DEF
Luan,69.82,75.59,69.5,69.32,59.36,66.5,58.55,72.09,51.68,58.09,53.59,73.0,73.14,76.95,69.45,66.68,60.18,76.27,54.95,74.14,71.95,66.0,65.32,46.18,67.55,63.55,64.09,50.68,46.73,41.5,13.86,13.64,19.0,7.91,11.18,MID
Luan,64.44,67.39,47.0,41.83,64.33,67.78,37.0,58.83,44.0,47.33,58.89,65.33,52.0,55.11,55.0,61.0,56.33,72.94,70.0,71.89,80.0,45.44,80.33,64.72,41.39,42.0,54.0,61.39,65.78,60.33,9.0,6.0,9.0,5.0,6.0,DEF
Lubomir Guldan,66.43,66.43,65.0,20.0,65.86,62.0,17.0,45.0,34.0,40.0,57.0,59.0,65.0,72.0,53.0,52.0,61.0,29.0,70.0,71.0,74.0,27.0,64.0,68.0,58.43,49.0,31.0,67.43,68.29,67.29,15.0,6.0,13.0,16.0,16.0,DEF
Luc Castaignos,71.29,81.94,48.71,72.82,63.59,59.88,68.71,70.53,64.47,55.71,44.71,70.12,78.41,83.06,73.53,68.59,56.76,75.06,77.65,71.76,72.59,61.94,62.35,34.41,69.71,55.0,62.82,21.18,23.06,18.0,13.76,13.47,16.06,14.35,10.82,FW
Luca Anania,65.5,66.08,17.0,13.67,15.0,24.83,17.0,15.67,15.67,16.33,26.83,20.83,38.0,35.0,47.5,57.42,38.5,33.83,46.5,29.0,46.5,16.33,34.67,25.83,17.67,23.0,21.0,15.0,14.33,16.33,62.25,60.75,70.75,71.83,68.92,GK
Luca Antei,66.32,75.92,30.84,23.84,64.64,49.12,26.2,40.4,45.84,29.24,50.6,47.72,57.12,61.96,43.28,61.2,48.0,42.76,69.92,66.0,70.68,38.0,70.84,68.24,26.24,37.4,50.24,67.28,70.08,68.8,13.84,10.84,9.84,10.84,10.84,DEF
Luca Antonelli,71.28,77.97,75.76,47.41,60.48,69.38,44.93,68.9,61.41,38.52,64.03,68.41,76.24,77.1,74.38,70.59,62.45,65.07,69.28,76.55,73.48,50.1,72.79,70.55,65.66,64.1,52.97,69.52,73.93,78.07,6.03,12.41,17.93,15.0,7.24,DEF
Luca Antonini,71.97,73.47,74.53,37.25,69.38,72.44,56.88,69.94,69.41,56.19,68.84,71.44,75.53,76.69,74.94,70.28,69.59,68.09,75.34,77.06,65.28,67.53,71.09,69.59,68.41,61.56,55.44,67.97,72.72,75.97,10.75,7.56,22.19,8.5,13.53,DEF
Luca Ariatti,67.44,74.44,63.56,50.33,66.56,67.0,59.78,63.89,56.78,53.67,59.56,66.0,72.44,69.56,68.56,72.22,68.67,58.67,69.22,74.22,72.44,60.33,74.89,59.78,69.89,72.0,61.33,53.11,64.11,54.78,8.22,15.89,40.44,14.44,13.33,MID
Luca Belingheri,66.52,68.03,66.3,57.7,59.64,69.09,59.39,66.33,63.39,67.7,64.06,67.73,68.48,65.61,79.18,64.61,69.06,67.27,66.09,70.0,68.21,67.85,56.82,52.94,64.97,65.76,55.36,42.06,49.79,51.3,7.21,12.82,11.79,7.55,15.45,MID
Luca Bittante,60.94,69.69,62.12,36.19,56.56,59.5,35.75,60.94,47.19,42.75,55.0,62.25,63.62,68.5,60.5,66.19,56.38,48.81,58.25,70.81,61.88,38.81,65.75,57.19,47.38,47.56,44.75,57.31,61.38,61.19,8.75,8.75,11.75,10.75,6.75,DEF
Luca Caldirola,71.39,80.35,55.81,27.71,70.45,67.61,39.32,51.65,50.16,51.58,62.65,64.19,67.1,71.42,66.61,69.48,55.61,62.16,80.13,68.48,77.19,46.16,69.52,72.45,39.45,55.45,41.87,72.13,73.06,69.0,8.16,9.16,9.16,5.16,11.16,DEF
Luca Castellazzi,73.29,74.25,16.42,15.54,18.29,25.12,13.33,17.62,19.67,16.21,39.42,26.62,50.38,48.38,56.54,65.46,57.29,34.83,64.96,45.67,63.88,18.17,44.04,27.21,21.21,31.83,34.62,18.71,16.42,17.29,75.08,71.88,69.12,76.08,73.88,GK
Luca Ceccarelli,65.48,66.0,66.52,39.04,60.08,63.8,45.96,57.44,61.4,35.56,61.92,61.6,71.48,74.76,70.36,68.68,60.08,68.12,69.6,80.36,69.12,51.44,70.76,66.72,49.16,43.04,49.84,56.32,61.36,62.96,7.92,13.56,11.92,7.12,8.96,DEF
Luca Ceppitelli,66.4,72.72,24.72,38.44,68.56,43.84,37.68,27.72,30.72,22.64,41.12,44.44,50.8,62.04,55.16,54.08,54.76,39.72,77.68,64.04,81.32,24.72,62.44,67.16,24.72,24.92,36.72,69.6,69.04,67.68,11.72,9.72,9.72,8.72,9.72,DEF
Luca Checchin,61.0,72.83,59.0,49.0,53.0,66.67,43.67,60.33,62.33,58.0,66.33,65.0,67.0,67.0,52.0,60.0,64.0,65.0,68.0,65.33,69.5,56.0,68.0,56.67,52.0,55.33,60.33,56.0,59.33,57.33,6.0,13.0,14.0,11.0,8.0,MID
Luca Cigarini,75.56,81.09,73.75,57.25,47.78,83.91,70.5,73.12,78.16,75.41,82.53,80.75,70.06,65.56,74.78,75.5,76.28,70.09,53.28,70.5,60.5,72.66,75.38,69.56,59.81,82.75,70.97,51.78,61.62,58.62,10.31,10.56,16.84,13.31,12.56,MID
Luca Di Matteo,62.76,69.0,66.33,48.14,54.0,62.38,42.86,58.57,45.0,43.86,58.43,66.48,67.81,67.52,65.43,54.62,68.67,66.0,59.9,66.57,60.38,54.0,58.0,55.1,56.24,49.67,52.38,55.57,59.0,56.95,12.29,11.86,15.52,10.33,14.14,DEF
Luca Garritano,61.94,73.06,39.33,60.61,54.83,47.17,51.28,66.94,42.56,35.11,42.28,68.83,77.0,74.33,78.56,56.22,72.44,63.17,72.0,58.06,48.83,58.28,41.72,21.94,62.22,42.83,56.11,21.39,23.33,21.67,12.61,13.61,8.61,7.61,13.61,FW
Luca Lezzerini,61.56,76.67,22.33,22.33,22.11,30.56,23.22,22.56,22.78,22.56,21.56,23.56,46.0,44.0,39.0,59.56,38.0,23.44,55.0,32.0,77.56,23.67,23.56,23.44,22.78,25.0,24.56,22.33,23.67,22.56,66.56,59.56,63.56,54.56,65.56,GK
Luca Marrone,70.67,78.88,60.03,39.15,71.24,75.61,49.36,68.3,59.94,58.48,75.09,74.24,58.45,65.24,62.3,69.82,62.61,73.61,68.97,68.55,73.82,69.48,72.33,68.85,59.24,70.58,56.76,62.73,71.3,70.91,7.64,8.36,12.58,7.79,5.91,MID
Luca Martinelli,63.33,71.75,29.92,22.5,56.08,39.92,24.92,24.75,22.75,26.92,40.08,44.75,52.75,56.58,52.5,59.75,57.58,39.75,74.33,59.92,78.92,24.0,66.08,64.75,24.42,33.58,34.92,68.25,65.75,61.67,8.75,13.75,5.75,7.75,9.75,DEF
Luca Paganini,58.6,66.73,55.0,29.93,33.07,58.13,40.93,64.4,53.73,41.33,49.87,62.4,69.6,73.27,71.6,52.8,60.6,60.53,40.0,62.6,58.6,55.6,30.0,25.8,53.67,55.33,54.33,21.33,23.47,22.33,6.33,6.33,9.33,10.33,6.33,MID
Luca Radice,56.29,57.29,54.14,42.86,43.0,77.0,55.0,52.0,49.0,45.0,72.0,58.0,63.0,65.0,63.0,53.0,72.0,58.0,54.0,44.0,47.0,39.0,43.0,30.0,42.0,47.0,44.0,41.0,41.0,46.0,11.0,10.0,10.0,9.0,15.0,MID
Luca Rigoni,71.13,74.74,56.23,47.26,65.61,76.35,57.87,61.1,47.9,60.52,70.87,71.32,58.74,59.65,61.55,68.87,61.94,74.81,72.48,82.55,75.29,72.65,78.26,71.35,59.74,70.06,54.16,65.42,77.13,73.52,14.61,11.74,19.77,12.35,8.35,DEF
Luca Rizzo,66.33,73.94,61.33,44.33,49.61,71.67,49.83,69.61,55.83,48.83,68.06,71.17,69.5,74.22,66.17,63.39,58.72,68.5,52.94,72.39,70.0,62.17,59.5,57.72,62.83,62.06,62.83,33.61,55.5,47.83,5.83,13.83,5.83,7.83,6.83,MID
Luca Rossettini,72.75,74.91,46.25,34.12,68.38,56.44,34.06,41.66,46.5,41.88,56.53,51.5,61.06,65.38,58.62,65.97,62.41,56.0,75.88,59.25,77.5,46.78,75.69,76.97,38.44,39.72,45.06,75.34,77.75,75.19,6.88,8.25,15.69,9.75,8.25,DEF
Luca Siligardi,69.89,74.83,70.29,63.37,47.31,65.74,62.11,73.86,64.43,65.54,54.34,72.43,77.26,75.29,80.54,67.57,76.83,71.43,37.63,70.23,65.6,68.49,44.57,33.43,68.2,58.17,58.49,23.91,30.14,29.71,13.57,6.77,18.29,14.74,9.43,FW
Luca Toni,76.26,77.12,37.44,84.5,90.26,69.38,80.68,57.59,53.91,41.53,34.47,75.85,43.21,44.03,37.38,78.15,45.91,79.91,69.82,42.65,91.32,49.91,46.59,32.12,87.41,68.41,81.12,21.35,24.91,21.79,11.32,14.71,10.97,8.88,7.26,FW
Luca Valzania,55.5,68.62,47.44,40.5,45.75,60.06,33.5,54.25,48.12,44.94,57.12,60.0,61.75,64.0,55.0,51.69,62.0,54.69,59.0,56.69,53.12,51.88,53.12,45.0,56.69,50.69,43.44,34.75,48.19,45.69,5.75,4.75,7.75,8.75,6.75,MID
Luca Veronese,62.82,71.91,13.36,12.55,12.73,11.82,12.73,12.64,15.18,14.36,12.64,22.0,35.0,28.0,36.0,35.36,32.91,32.0,55.0,26.64,41.27,12.73,22.0,23.36,17.64,29.09,20.09,12.73,15.09,14.27,64.73,66.27,57.45,70.45,57.0,GK
Luca Zuffi,64.3,69.67,64.19,54.04,55.19,71.52,54.33,58.81,61.41,62.41,67.48,66.33,63.48,64.56,60.07,54.22,72.19,61.04,67.26,82.0,59.26,58.22,54.37,54.44,61.07,67.33,52.15,49.74,57.11,51.3,6.3,12.3,14.3,15.3,6.3,MID
Luca-Milan Zander,59.29,73.57,55.86,35.29,56.43,55.57,30.29,54.57,40.29,35.29,50.14,54.71,68.14,68.29,67.0,59.0,64.14,45.0,63.43,56.14,63.0,31.29,62.29,57.29,47.86,38.43,38.43,60.14,61.86,62.86,15.29,15.29,7.29,14.29,10.29,DEF
Lucas Akins,57.64,62.8,54.52,57.96,57.36,53.0,50.16,58.12,46.2,37.16,43.04,57.0,68.8,69.12,63.24,47.84,65.52,61.32,66.96,67.96,69.96,56.48,57.44,26.16,52.0,42.72,53.32,23.72,25.72,16.92,10.56,13.56,15.76,8.76,12.76,FW
Lucas Alfonso Orban,72.47,78.53,68.11,43.74,62.84,70.58,50.95,58.16,69.32,42.89,67.42,66.05,73.16,75.89,68.21,74.32,68.53,66.53,74.84,80.89,75.11,41.16,78.74,73.79,49.11,57.53,55.16,76.53,75.84,79.0,15.37,8.37,11.37,12.37,14.37,DEF
Lucas Andersen,69.96,81.64,61.0,54.25,53.04,71.43,63.46,78.14,61.39,55.54,57.68,78.25,73.32,75.18,81.25,62.39,69.5,59.96,44.0,62.64,41.96,60.11,23.11,42.0,63.61,69.86,49.11,31.61,28.25,23.75,13.11,7.11,7.11,14.11,5.11,MID
Lucas Ariel Ocampos,71.41,79.76,72.06,68.76,75.35,72.12,60.0,76.71,72.59,62.35,65.0,74.0,79.24,77.53,78.06,68.24,57.82,70.88,69.82,63.71,70.76,61.41,32.0,50.53,65.06,62.35,63.0,41.71,44.71,42.71,10.18,7.18,14.18,11.18,6.18,MID
Lucas Armando Mareque,70.6,71.8,63.0,46.0,61.0,73.0,51.0,62.8,46.0,56.0,52.0,68.8,76.2,74.2,74.4,67.0,77.0,38.0,65.0,76.4,75.0,53.0,78.4,72.0,54.8,59.0,33.0,70.0,72.8,73.0,15.0,5.0,14.0,11.0,15.0,DEF
Lucas Barrios,76.11,77.42,55.0,79.84,76.53,71.74,74.32,72.32,71.79,51.58,53.53,76.53,74.89,73.84,72.16,77.37,67.21,76.68,73.68,67.74,77.42,66.05,64.89,50.21,79.58,66.47,69.68,32.26,34.05,36.84,13.21,15.58,23.0,10.05,11.63,FW
Lucas Biglia,77.97,79.54,64.43,54.97,55.46,84.0,68.32,74.0,71.05,70.08,78.08,83.43,62.08,62.03,74.14,78.16,75.89,70.65,60.54,79.46,71.32,70.24,74.22,80.49,58.7,77.27,66.49,67.0,77.49,72.59,13.59,13.35,16.76,13.24,8.92,MID
Lucas Bijker,65.0,71.4,62.1,34.3,50.5,52.3,32.3,64.3,40.3,32.3,63.4,62.3,73.0,75.5,65.0,64.3,77.0,31.3,81.2,72.2,74.3,27.3,75.3,64.2,52.3,49.3,48.1,63.5,68.5,66.7,6.3,8.3,7.3,7.3,9.3,DEF
Lucas Cueto,58.86,74.57,56.71,53.14,45.0,53.0,56.0,65.14,56.0,53.0,42.0,63.0,72.86,69.0,79.43,40.0,79.0,62.0,51.0,54.86,35.0,59.86,37.0,25.0,53.86,55.71,56.0,31.0,30.0,35.0,9.0,14.0,12.0,6.0,11.0,FW
Lucas Deaux,66.75,74.42,49.12,44.88,64.12,67.46,31.29,59.58,50.96,38.96,66.04,63.29,61.71,67.58,64.46,65.46,54.75,57.79,62.21,73.96,70.17,46.71,78.29,66.71,52.12,63.38,42.96,55.71,62.5,62.04,6.29,10.29,8.29,11.29,8.29,MID
Lucas Digne,69.35,78.55,68.7,40.95,57.95,69.2,24.3,58.65,53.95,36.3,60.75,68.3,70.05,71.45,66.45,69.5,63.0,59.15,70.35,74.8,65.25,48.8,67.05,68.1,56.8,60.7,27.3,69.25,70.7,72.25,5.3,11.3,8.3,5.3,12.3,DEF
Lucas Evangelista,65.33,76.58,62.33,47.67,54.17,73.42,48.67,75.17,62.17,51.17,70.17,71.17,75.25,69.25,74.0,50.17,66.0,59.67,48.0,60.5,61.0,58.67,47.67,26.17,57.67,64.17,56.17,49.33,54.42,54.25,12.17,12.17,12.17,11.17,7.17,MID
